LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,MSSubClass_E,MSZoning_E,Street_E,Alley_E,LotShape_E,LandContour_E,Utilities_E,LotConfig_E,LandSlope_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,Exterior2nd_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,FireplaceQu_E,GarageType_E,GarageFinish_E,GarageQual_E,GarageCond_E,PavedDrive_E,PoolQC_E,Fence_E,MiscFeature_E,MoSold_E,SaleType_E,SaleCondition_E,HasBasement,HasGarage,Has2ndFloor,HasMasVnr,HasWoodDeck,HasPorch,HasPool,IsNew,OverallQual_2,OverallQual_3,OverallQual_sq,Neighborhood_E_2,Neighborhood_E_3,Neighborhood_E_sq,GrLivArea_2,GrLivArea_3,GrLivArea_sq,ExterQual_E_2,ExterQual_E_3,ExterQual_E_sq,GarageCars_2,GarageCars_3,GarageCars_sq,KitchenQual_E_2,KitchenQual_E_3,KitchenQual_E_sq,GarageArea_2,GarageArea_3,GarageArea_sq,BsmtQual_E_2,BsmtQual_E_3,BsmtQual_E_sq,TotalBsmtSF_2,TotalBsmtSF_3,TotalBsmtSF_sq,1stFlrSF_2,1stFlrSF_3,1stFlrSF_sq,GarageFinish_E_2,GarageFinish_E_3,GarageFinish_E_sq,FullBath_2,FullBath_3,FullBath_sq,YearBuilt_2,YearBuilt_3,YearBuilt_sq,GarageType_E_2,GarageType_E_3,GarageType_E_sq,YearRemodAdd_2,YearRemodAdd_3,YearRemodAdd_sq,MSSubClass_E_2,MSSubClass_E_3,MSSubClass_E_sq,Foundation_E_2,Foundation_E_3,Foundation_E_sq,FireplaceQu_E_2,FireplaceQu_E_3,FireplaceQu_E_sq,TotRmsAbvGrd_2,TotRmsAbvGrd_3,TotRmsAbvGrd_sq,OverallScore,ExterScore,BsmtScore,KitchenScore,FireplaceScore,GarageScore,PoolScore,TotalBath,AllSf,AllFlrSF,AllPorchSF
50.0,7000,6,6,1924,1950,0.0,617,0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1924.0,1,398,0,0,126,0,0,0,0,2006,7.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,4.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,4.0,2.0,5.0,2.0,6.0,2.0,6.0,2.0,4.0,6.0,3.0,1.0,5.0,3.0,3.0,4.0,5.0,1,1,1,0,0,0,0,0,36,216,2.449489742783178,25.0,125.0,2.23606797749979,1716100,2248091000,36.193922141707716,4.0,8.0,1.4142135623730951,1,1,1.0,4.0,8.0,1.4142135623730951,158404,63044792,19.949937343260004,4.0,8.0,1.4142135623730951,380689,234885113,24.839484696748443,748225,647214625,29.410882339705484,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,3701776,7122217024,43.86342439892262,36.0,216.0,2.449489742783178,3802500,7414875000,44.15880433163923,49.0,343.0,2.6457513110645907,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,36,216,2.449489742783178,36,6.0,8.0,2.0,0.0,24.0,0.0,2.0,1927,1310,126
0.0,4438,6,5,2004,2004,205.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2004.0,2,420,149,0,0,0,0,0,0,2008,14.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,16.0,4.0,5.0,5.0,5.0,2.0,2.0,12.0,15.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,5.0,6.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,1.0,5.0,5.0,1,1,0,1,1,0,0,1,36,216,2.449489742783178,256.0,4096.0,4.0,719104,609800192,29.120439557122072,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,176400,74088000,20.493901531919196,16.0,64.0,2.0,719104,609800192,29.120439557122072,719104,609800192,29.120439557122072,9.0,27.0,1.7320508075688772,1,1,1.0,4016016,8048096064,44.76605857119878,36.0,216.0,2.449489742783178,4016016,8048096064,44.76605857119878,196.0,2744.0,3.7416573867739413,36.0,216.0,2.449489742783178,25.0,125.0,2.23606797749979,9,27,1.7320508075688772,30,12.0,16.0,3.0,5.0,24.0,0.0,2.0,1696,848,0
50.0,3500,5,7,1947,1950,0.0,312,0,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,1948.0,1,240,0,35,0,0,0,0,0,2009,7.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,2.0,3.0,2.0,4.0,6.0,3.0,1.0,2.0,3.0,2.0,5.0,5.0,1,1,1,0,0,1,0,0,25,125,2.23606797749979,25.0,125.0,2.23606797749979,1648656,2116874304,35.832945734337834,4.0,8.0,1.4142135623730951,1,1,1.0,4.0,8.0,1.4142135623730951,57600,13824000,15.491933384829668,9.0,27.0,1.7320508075688772,518400,373248000,26.832815729997478,518400,373248000,26.832815729997478,4.0,8.0,1.4142135623730951,1,1,1.0,3790809,7380705123,44.12482294582042,9.0,27.0,1.7320508075688772,3802500,7414875000,44.15880433163923,49.0,343.0,2.6457513110645907,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,25,125,2.23606797749979,35,8.0,12.0,2.0,0.0,24.0,0.0,1.5,2004,1284,35
99.0,11851,7,5,1990,1990,0.0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,1990.0,2,500,0,34,0,508,0,0,0,2009,12.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,15.0,4.0,5.0,4.0,5.0,2.0,2.0,9.0,10.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,2.0,6.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,3.0,5.0,5.0,1,1,0,0,0,1,0,0,49,343,2.6457513110645907,225.0,3375.0,3.872983346207417,2079364,2998442888,37.97367509209505,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,250000,125000000,22.360679774997898,16.0,64.0,2.0,2027776,2887553024,37.73592452822641,2079364,2998442888,37.97367509209505,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,3960100,7880599000,44.609416046390926,36.0,216.0,2.449489742783178,3960100,7880599000,44.609416046390926,144.0,1728.0,3.4641016151377544,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,25,125,2.23606797749979,35,8.0,16.0,2.0,0.0,24.0,0.0,2.0,2866,1442,542
40.0,13673,5,5,1962,1962,0.0,0,0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,1962.0,1,349,0,30,0,0,0,0,0,2007,12.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,7.0,3.0,5.0,4.0,5.0,2.0,2.0,9.0,10.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,3.0,4.0,6.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,6.0,5.0,5.0,1,1,0,0,0,1,0,0,25,125,2.23606797749979,49.0,343.0,2.6457513110645907,2876416,4878401536,41.182520563948,4.0,8.0,1.4142135623730951,1,1,1.0,4.0,8.0,1.4142135623730951,121801,42508549,18.681541692269406,9.0,27.0,1.7320508075688772,1299600,1481544000,33.76388603226827,2876416,4878401536,41.182520563948,9.0,27.0,1.7320508075688772,1,1,1.0,3849444,7552609128,44.294469180700204,36.0,216.0,2.449489742783178,3849444,7552609128,44.294469180700204,144.0,1728.0,3.4641016151377544,9.0,27.0,1.7320508075688772,16.0,64.0,2.0,64,512,2.8284271247461903,25,6.0,12.0,2.0,4.0,24.0,0.0,1.5,2836,1696,30
0.0,12493,4,5,1960,1960,0.0,419,306,375,1100,1100,0,0,1100,1,0,1,0,3,1,6,1,1960.0,1,312,355,0,0,0,0,0,0,2008,12.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,11.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,5.0,3.0,6.0,3.0,2.0,5.0,2.0,7.0,1.0,6.0,3.0,4.0,6.0,3.0,1.0,1.0,3.0,2.0,5.0,5.0,1,1,0,0,1,0,0,0,16,64,2.0,121.0,1331.0,3.3166247903554,1210000,1331000000,33.166247903554,4.0,8.0,1.4142135623730951,1,1,1.0,4.0,8.0,1.4142135623730951,97344,30371328,17.663521732655695,9.0,27.0,1.7320508075688772,1210000,1331000000,33.166247903554,1210000,1331000000,33.166247903554,9.0,27.0,1.7320508075688772,1,1,1.0,3841600,7529536000,44.27188724235731,36.0,216.0,2.449489742783178,3841600,7529536000,44.27188724235731,144.0,1728.0,3.4641016151377544,36.0,216.0,2.449489742783178,1.0,1.0,1.0,36,216,2.449489742783178,20,8.0,12.0,2.0,1.0,24.0,0.0,2.0,2200,1100,0
0.0,14364,7,5,1988,1989,128.0,1065,0,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,1988.0,2,454,60,55,0,0,154,0,0,2007,15.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,13.0,4.0,5.0,4.0,7.0,2.0,2.0,10.0,11.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,5.0,6.0,4.0,4.0,6.0,3.0,1.0,5.0,3.0,2.0,5.0,5.0,1,1,1,1,1,1,0,0,49,343,2.6457513110645907,169.0,2197.0,3.605551275463989,4251844,8767302328,45.40925015897091,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,206116,93576664,21.307275752662516,16.0,64.0,2.0,1338649,1548816893,34.0147027033899,1392400,1643032000,34.351128074635334,16.0,64.0,2.0,4,8,1.4142135623730951,3952144,7856862272,44.58699361921591,36.0,216.0,2.449489742783178,3956121,7868724669,44.598206241955516,225.0,3375.0,3.872983346207417,9.0,27.0,1.7320508075688772,25.0,125.0,2.23606797749979,49,343,2.6457513110645907,35,12.0,16.0,2.0,5.0,24.0,0.0,3.5,3219,2062,209
75.0,8250,6,7,1964,1964,260.0,787,0,305,1092,1092,0,0,1092,1,0,1,0,3,1,6,0,1964.0,2,504,0,0,0,0,0,0,0,2008,12.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,11.0,4.0,5.0,4.0,5.0,5.0,2.0,9.0,10.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,2.0,6.0,3.0,4.0,5.0,3.0,1.0,3.0,3.0,7.0,5.0,5.0,1,1,0,1,0,0,0,0,36,216,2.449489742783178,121.0,1331.0,3.3166247903554,1192464,1302170688,33.04542328371661,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,254016,128024064,22.44994432064365,16.0,64.0,2.0,1192464,1302170688,33.04542328371661,1192464,1302170688,33.04542328371661,9.0,27.0,1.7320508075688772,1,1,1.0,3857296,7575729344,44.31703961232068,36.0,216.0,2.449489742783178,3857296,7575729344,44.31703961232068,144.0,1728.0,3.4641016151377544,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,36,216,2.449489742783178,42,8.0,16.0,2.0,0.0,20.0,0.0,2.0,2184,1092,0
67.0,5604,5,6,1925,1950,0.0,468,0,396,864,864,0,0,864,1,0,1,0,2,1,5,0,0.0,0,0,0,0,96,0,0,0,0,2008,1.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,5.0,4.0,5.0,2.0,2.0,8.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,1.0,4.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,3.0,2.0,5.0,5.0,1,0,0,0,0,0,0,0,25,125,2.23606797749979,36.0,216.0,2.449489742783178,746496,644972544,29.393876913398138,4.0,8.0,1.4142135623730951,0,0,0.0,4.0,8.0,1.4142135623730951,0,0,0.0,9.0,27.0,1.7320508075688772,746496,644972544,29.393876913398138,746496,644972544,29.393876913398138,1.0,1.0,1.0,1,1,1.0,3705625,7133328125,43.87482193696061,1.0,1.0,1.0,3802500,7414875000,44.15880433163923,1.0,1.0,1.0,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,25,125,2.23606797749979,30,8.0,12.0,2.0,0.0,2.0,0.0,2.0,1728,864,96
83.0,10420,6,5,2009,2009,0.0,36,0,1176,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2009.0,2,460,100,22,0,0,0,0,0,2010,12.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,5.0,4.0,5.0,2.0,2.0,12.0,15.0,2.0,2.0,4.0,6.0,4.0,4.0,3.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,2.0,6.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,6.0,5.0,5.0,1,1,0,0,1,1,0,1,36,216,2.449489742783178,36.0,216.0,2.449489742783178,1468944,1780360128,34.813790371058424,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,211600,97336000,21.447610589527216,16.0,64.0,2.0,1468944,1780360128,34.813790371058424,1468944,1780360128,34.813790371058424,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,4036081,8108486729,44.82186966202994,36.0,216.0,2.449489742783178,4036081,8108486729,44.82186966202994,144.0,1728.0,3.4641016151377544,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,36,216,2.449489742783178,30,8.0,16.0,3.0,0.0,24.0,0.0,2.0,2424,1212,22
72.0,8640,7,5,2009,2009,0.0,822,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,2009.0,2,644,168,108,0,0,0,0,0,2009,15.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,20.0,4.0,5.0,4.0,7.0,2.0,2.0,12.0,15.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,4.0,6.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,7.0,8.0,6.0,1,1,1,0,1,1,0,1,49,343,2.6457513110645907,400.0,8000.0,4.47213595499958,3429904,6352182208,43.034869582700026,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,414736,267089984,25.37715508089904,16.0,64.0,2.0,810000,729000000,30.0,868624,809557568,30.528675044947494,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,4036081,8108486729,44.82186966202994,36.0,216.0,2.449489742783178,4036081,8108486729,44.82186966202994,225.0,3375.0,3.872983346207417,36.0,216.0,2.449489742783178,16.0,64.0,2.0,49,343,2.6457513110645907,35,8.0,16.0,3.0,4.0,24.0,0.0,3.5,2752,1852,108
43.0,13568,5,5,1995,1995,0.0,716,0,274,990,990,0,0,990,0,1,1,0,3,1,5,0,1996.0,2,576,224,0,0,0,0,0,0,2006,12.0,4.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,16.0,4.0,5.0,4.0,5.0,2.0,2.0,12.0,15.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,2.0,6.0,2.0,4.0,6.0,3.0,1.0,5.0,3.0,7.0,5.0,5.0,1,1,0,0,1,0,0,0,25,125,2.23606797749979,256.0,4096.0,4.0,980100,970299000,31.464265445104548,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,331776,191102976,24.0,16.0,64.0,2.0,980100,970299000,31.464265445104548,980100,970299000,31.464265445104548,4.0,8.0,1.4142135623730951,1,1,1.0,3980025,7940149875,44.66542286825459,36.0,216.0,2.449489742783178,3980025,7940149875,44.66542286825459,144.0,1728.0,3.4641016151377544,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,25,125,2.23606797749979,25,8.0,16.0,2.0,0.0,24.0,0.0,1.5,1980,990,0
0.0,10900,6,7,1977,1977,153.0,378,0,311,689,689,703,0,1392,0,0,1,1,3,1,6,0,1977.0,1,299,0,36,0,0,0,0,450,2010,15.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,16.0,4.0,5.0,4.0,7.0,2.0,2.0,9.0,10.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,2.0,6.0,4.0,4.0,6.0,3.0,1.0,3.0,2.0,6.0,5.0,5.0,1,1,1,1,0,1,0,0,36,216,2.449489742783178,256.0,4096.0,4.0,1937664,2697228288,37.30951621235526,4.0,8.0,1.4142135623730951,1,1,1.0,4.0,8.0,1.4142135623730951,89401,26730899,17.291616465790582,16.0,64.0,2.0,474721,327082769,26.248809496813376,474721,327082769,26.248809496813376,16.0,64.0,2.0,1,1,1.0,3908529,7727161833,44.46346815083142,36.0,216.0,2.449489742783178,3908529,7727161833,44.46346815083142,225.0,3375.0,3.872983346207417,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,36,216,2.449489742783178,42,8.0,16.0,2.0,0.0,24.0,0.0,1.5,2081,1392,36
72.0,10011,5,6,1957,1996,64.0,360,0,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,1957.0,1,447,0,0,0,0,0,0,0,2006,12.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,11.0,4.0,5.0,4.0,5.0,2.0,2.0,9.0,10.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,3.0,6.0,3.0,6.0,2.0,4.0,6.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,1,1,0,1,0,0,0,0,25,125,2.23606797749979,121.0,1331.0,3.3166247903554,1527696,1888232256,35.156791662493895,4.0,8.0,1.4142135623730951,1,1,1.0,9.0,27.0,1.7320508075688772,199809,89314623,21.142374511865974,9.0,27.0,1.7320508075688772,1144900,1225043000,32.71085446759225,1527696,1888232256,35.156791662493895,4.0,8.0,1.4142135623730951,1,1,1.0,3829849,7495014493,44.23799272118933,36.0,216.0,2.449489742783178,3984016,7952095936,44.67661580737735,144.0,1728.0,3.4641016151377544,9.0,27.0,1.7320508075688772,9.0,27.0,1.7320508075688772,36,216,2.449489742783178,30,8.0,12.0,3.0,3.0,24.0,0.0,1.5,2306,1236,0
65.0,8450,7,5,2004,2004,266.0,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2004.0,2,484,139,98,0,0,0,0,0,2008,12.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,16.0,4.0,5.0,4.0,5.0,2.0,2.0,12.0,15.0,3.0,3.0,4.0,6.0,4.0,4.0,3.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,2.0,6.0,2.0,4.0,6.0,3.0,1.0,5.0,3.0,2.0,5.0,5.0,1,1,0,1,1,1,0,1,49,343,2.6457513110645907,256.0,4096.0,4.0,2062096,2961169856,37.89459064299283,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,234256,113379904,22.0,16.0,64.0,2.0,2062096,2961169856,37.89459064299283,2062096,2961169856,37.89459064299283,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4016016,8048096064,44.76605857119878,36.0,216.0,2.449489742783178,4016016,8048096064,44.76605857119878,144.0,1728.0,3.4641016151377544,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,64,512,2.8284271247461903,35,12.0,16.0,3.0,0.0,24.0,0.0,3.0,2872,1436,98
57.0,9906,4,4,1925,1950,0.0,0,0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,1940.0,1,210,0,172,60,0,0,0,0,2006,10.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,7.0,2.0,2.0,7.0,7.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,2.0,1.0,5.0,2.0,7.0,2.0,3.0,2.0,4.0,6.0,3.0,1.0,5.0,3.0,12.0,5.0,3.0,1,1,1,0,0,1,0,0,16,64,2.0,25.0,125.0,2.23606797749979,1763584,2342039552,36.4417343165772,4.0,8.0,1.4142135623730951,1,1,1.0,4.0,8.0,1.4142135623730951,44100,9261000,14.491376746189438,9.0,27.0,1.7320508075688772,470596,322828856,26.19160170741759,656100,531441000,28.460498941515414,4.0,8.0,1.4142135623730951,1,1,1.0,3705625,7133328125,43.87482193696061,9.0,27.0,1.7320508075688772,3802500,7414875000,44.15880433163923,100.0,1000.0,3.1622776601683795,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,64,512,2.8284271247461903,16,8.0,12.0,2.0,0.0,24.0,0.0,1.0,2014,1328,232
0.0,15660,7,9,1939,2006,312.0,341,0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,1939.0,2,431,0,119,150,0,0,0,0,2008,7.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,18.0,4.0,5.0,4.0,3.0,2.0,2.0,12.0,15.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,4.0,6.0,2.0,4.0,6.0,3.0,1.0,5.0,3.0,3.0,5.0,5.0,1,1,1,1,0,1,0,0,49,343,2.6457513110645907,324.0,5832.0,4.242640687119285,3818116,7460598664,44.204072210600685,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,185761,80062991,20.760539492026695,9.0,27.0,1.7320508075688772,636804,508169592,28.24889378365107,1292769,1469878353,33.71943060017473,4.0,8.0,1.4142135623730951,1,1,1.0,3759721,7290099019,44.034077712607996,36.0,216.0,2.449489742783178,4024036,8072216216,44.78839135311738,49.0,343.0,2.6457513110645907,9.0,27.0,1.7320508075688772,16.0,64.0,2.0,64,512,2.8284271247461903,63,9.0,12.0,3.0,8.0,24.0,0.0,2.0,2752,1954,269
43.0,3010,7,5,2005,2006,16.0,16,0,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,2005.0,2,438,108,0,0,0,0,0,0,2006,14.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,17.0,4.0,5.0,5.0,5.0,2.0,2.0,12.0,15.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,2.0,6.0,4.0,4.0,6.0,3.0,1.0,5.0,3.0,6.0,8.0,6.0,1,1,0,1,1,0,0,1,49,343,2.6457513110645907,289.0,4913.0,4.123105625617661,1557504,1943764992,35.32704346531139,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,191844,84027672,20.92844953645635,16.0,64.0,2.0,1557504,1943764992,35.32704346531139,1557504,1943764992,35.32704346531139,16.0,64.0,2.0,4,8,1.4142135623730951,4020025,8060150125,44.77722635447622,36.0,216.0,2.449489742783178,4024036,8072216216,44.78839135311738,196.0,2744.0,3.7416573867739413,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,25,125,2.23606797749979,35,12.0,16.0,3.0,0.0,24.0,0.0,2.0,2496,1248,0
73.0,8990,7,5,2006,2006,0.0,0,0,1498,1498,1498,0,0,1498,0,0,2,0,2,1,5,0,2006.0,2,675,351,33,0,0,0,0,0,2006,12.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,16.0,4.0,5.0,4.0,5.0,2.0,2.0,12.0,15.0,2.0,3.0,4.0,6.0,4.0,4.0,3.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,2.0,6.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,2.0,8.0,6.0,1,1,0,0,1,1,0,1,49,343,2.6457513110645907,256.0,4096.0,4.0,2244004,3361517992,38.704004960727254,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,455625,307546875,25.98076211353316,16.0,64.0,2.0,2244004,3361517992,38.704004960727254,2244004,3361517992,38.704004960727254,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,4024036,8072216216,44.78839135311738,36.0,216.0,2.449489742783178,4024036,8072216216,44.78839135311738,144.0,1728.0,3.4641016151377544,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,25,125,2.23606797749979,35,12.0,16.0,3.0,0.0,24.0,0.0,2.0,2996,1498,33
0.0,8068,6,5,2002,2002,0.0,0,0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,2002.0,2,390,120,46,0,0,0,0,0,2009,15.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,15.0,4.0,5.0,4.0,7.0,2.0,2.0,12.0,15.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,4.0,7.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,10.0,6.0,5.0,1,1,1,0,1,1,0,1,36,216,2.449489742783178,225.0,3375.0,3.872983346207417,5139289,11650768163,47.61302342846965,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,152100,59319000,19.748417658131498,16.0,64.0,2.0,1020100,1030301000,31.78049716414141,1020100,1030301000,31.78049716414141,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,4008004,8024024008,44.74371464239419,49.0,343.0,2.6457513110645907,4008004,8024024008,44.74371464239419,225.0,3375.0,3.872983346207417,36.0,216.0,2.449489742783178,16.0,64.0,2.0,64,512,2.8284271247461903,30,12.0,16.0,3.0,4.0,24.0,0.0,2.5,3277,2267,46
